race,age,engnat,gender,hand,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10
3,17,1,1,1,4,1,5,1,4,1,5,2,4,1
3,41,1,1,3,4,1,5,4,5,1,5,1,4,4
4,45,1,2,1,5,1,5,5,5,1,5,3,5,1
13,16,2,1,1,3,2,3,3,4,2,2,5,2,3
1,17,1,1,1,4,1,5,2,4,1,5,2,5,2
3,34,1,1,1,4,3,1,4,4,3,2,1,1,5
3,18,1,2,1,3,1,4,2,5,1,3,2,4,3
13,21,2,1,2,2,4,1,4,4,5,1,2,5,5
3,16,1,2,2,3,1,3,2,4,2,5,2,4,3
3,16,1,2,1,2,2,4,3,2,2,1,4,3,5
3,17,1,1,1,3,1,5,2,5,1,4,3,3,2
3,17,1,2,1,1,3,2,4,2,4,4,5,1,5
13,35,2,1,1,3,3,4,3,3,3,3,3,3,5
11,42,2,2,1,1,4,4,5,4,2,2,4,3,5
3,17,1,2,1,2,5,4,4,2,4,2,2,2,3
3,24,2,2,1,3,1,5,2,5,1,4,2,4,2
3,18,1,1,2,1,5,3,2,4,2,1,3,4,4
11,18,2,2,1,1,5,4,4,5,3,1,2,5,4
11,31,2,2,1,4,2,5,2,5,2,4,2,4,2
1,19,1,2,1,3,2,5,2,5,1,4,3,5,2
4,13,1,2,1,1,1,3,3,4,2,2,4,3,5
13,19,2,1,1,2,4,2,3,4,1,3,2,5,4
11,24,2,2,1,5,1,5,5,5,1,5,1,5,1
3,77,1,1,1,2,4,4,4,2,2,2,3,4,4
11,36,2,2,1,2,1,5,3,5,2,5,2,5,3
3,25,1,2,1,1,4,2,4,2,4,1,2,2,4
3,34,1,2,1,3,1,5,2,4,2,3,4,2,2
4,19,1,2,2,3,1,5,1,5,1,2,3,3,1
13,18,1,1,1,5,1,5,1,5,2,5,2,3,1
3,36,1,2,1,2,4,2,5,2,4,1,5,1,5
11,17,2,2,1,3,2,4,3,3,2,2,2,3,5
2,18,1,1,1,3,3,3,2,2,3,4,4,3,4
3,16,1,2,1,2,3,4,3,3,3,2,4,2,4
3,16,1,2,1,2,3,2,4,2,2,1,4,2,4
12,48,1,2,1,4,1,5,1,5,1,3,2,5,1
5,24,2,1,1,2,2,2,4,3,2,4,3,2,3
13,41,1,1,1,5,2,4,4,4,2,4,4,4,3
3,20,1,2,1,4,1,5,1,5,1,5,2,5,3
11,18,1,2,1,3,4,3,4,3,4,3,3,3,5
3,36,1,1,1,5,1,5,1,5,1,5,2,5,1
13,35,1,2,1,1,4,2,5,2,4,2,4,1,5
3,60,1,1,2,3,2,4,2,5,2,4,2,4,2
3,17,1,2,1,2,2,5,2,4,2,2,4,2,3
3,43,1,2,1,4,3,2,4,5,1,3,4,3,2
4,19,1,2,1,2,2,2,5,1,4,1,5,1,5
3,32,1,2,3,1,3,2,4,2,2,1,4,3,5
12,25,1,1,1,4,2,5,2,4,1,4,3,4,3
3,18,1,1,1,1,3,5,5,3,3,2,4,4,4
3,59,1,2,1,4,3,4,3,3,3,3,3,3,3
13,19,2,2,1,1,1,5,3,4,2,3,3,4,3
11,22,2,2,1,4,1,5,1,5,1,5,2,5,1
4,13,2,2,1,4,2,3,3,4,2,2,2,5,5
3,27,1,2,2,3,3,4,3,5,2,4,3,4,3
8,25,2,2,1,1,2,5,2,4,2,1,5,4,4
13,15,2,2,1,3,2,5,4,5,2,4,3,4,2
1,17,1,2,1,1,4,1,5,2,1,1,5,1,5
3,47,1,2,1,3,2,4,3,5,3,3,3,4,2
13,28,1,2,2,2,3,2,3,4,2,1,4,1,5
11,41,2,1,1,5,1,5,1,4,1,5,1,4,1
3,14,2,2,1,1,5,2,5,3,1,1,5,1,5
13,17,1,2,1,5,4,4,3,5,4,2,5,5,5
4,25,2,2,1,3,3,4,2,3,3,4,2,3,2
11,29,2,2,1,3,3,5,3,4,1,3,3,3,3
4,24,2,1,1,2,5,2,3,5,4,2,4,2,4
11,29,2,1,1,4,3,3,4,5,3,3,3,4,1
3,17,1,2,1,4,1,5,1,5,1,5,3,3,3
13,16,1,2,2,3,3,4,3,3,3,3,5,1,5
6,44,1,2,2,5,1,5,1,5,1,5,1,5,1
3,35,1,2,1,2,3,3,3,4,3,3,3,3,4
4,23,2,2,1,5,1,1,1,5,1,5,5,1,5
13,22,2,2,1,3,2,3,5,3,5,1,5,1,5
7,23,2,1,1,5,1,5,5,5,1,5,1,5,5
4,23,2,1,1,3,4,1,4,2,4,2,4,4,5
3,18,1,2,1,1,3,1,5,2,2,1,4,2,4
3,34,1,1,1,3,3,4,2,4,3,4,3,3,3
3,35,2,2,2,4,1,5,2,5,2,5,2,5,2
3,47,1,1,1,4,2,4,2,5,1,4,2,4,2
3,20,1,1,1,3,4,3,3,1,5,1,5,2,5
8,19,1,1,1,2,4,2,4,3,4,2,4,1,5
4,22,2,1,1,4,4,5,4,4,5,5,3,5,5
3,16,1,1,1,2,3,4,3,4,2,3,4,2,4
3,19,1,1,1,1,3,2,4,2,2,1,4,1,3
3,55,1,2,1,2,2,4,2,4,2,3,3,4,2
13,30,1,2,1,2,3,3,3,4,2,4,4,2,4
13,33,1,2,1,2,2,2,4,4,1,2,4,1,5
3,38,1,1,1,2,2,2,5,3,2,2,4,2,5
3,35,2,1,2,4,1,5,2,5,1,5,2,5,2
11,17,1,2,1,2,4,2,5,3,3,1,4,1,4
13,19,2,2,1,1,5,3,5,1,4,1,5,1,5
3,45,1,1,1,4,1,5,1,4,1,4,3,4,3
4,43,1,2,1,5,1,5,1,5,1,5,3,5,1
3,30,1,2,1,4,3,2,4,5,1,3,5,3,4
4,24,2,2,2,4,1,5,3,5,2,3,1,3,2
3,36,1,2,1,3,4,2,3,2,2,1,2,4,5
13,21,2,2,1,2,2,2,3,4,3,2,2,5,5
3,29,1,1,1,2,3,4,4,2,2,2,5,3,5
3,36,1,1,1,3,2,5,2,4,2,4,3,4,1
3,35,1,1,1,3,4,3,3,2,3,1,3,2,4
0,16,1,2,1,3,2,4,2,4,1,1,3,3,3
4,25,2,2,1,2,2,4,3,4,2,3,2,3,4
13,22,2,2,1,2,3,4,5,2,4,3,3,5,3
4,28,2,1,1,2,3,4,2,4,2,5,1,5,4
10,16,1,2,1,4,1,4,2,4,1,3,3,5,3
11,15,1,2,1,2,2,3,3,3,2,4,3,2,2
4,21,2,1,1,4,4,5,4,3,4,4,2,4,4
3,26,2,1,1,4,1,5,2,5,1,5,2,5,1
3,39,2,2,1,3,2,5,4,4,2,4,5,2,5
13,44,2,1,1,3,5,5,4,5,3,5,5,5,5
3,36,2,1,1,1,4,3,5,1,2,2,5,2,5
3,19,1,1,2,3,4,2,3,2,3,3,5,2,4
1,39,2,2,1,3,3,4,4,3,2,4,3,3,3
3,49,1,2,2,2,4,3,4,3,3,1,5,1,4
11,48,1,2,2,3,1,5,1,5,1,5,3,5,1
11,17,1,2,1,3,1,5,3,5,1,5,5,1,4
4,17,2,2,1,5,1,5,3,5,1,5,1,5,3
13,19,1,2,1,3,3,5,2,2,2,3,2,3,3
3,32,1,2,1,1,4,2,4,2,3,2,4,4,3
5,21,1,1,1,1,3,4,3,4,2,4,2,4,4
13,23,2,1,1,5,2,4,5,5,5,3,1,5,1
3,29,1,2,1,3,2,5,2,5,2,3,2,4,2
3,19,2,2,1,3,3,3,2,2,2,2,3,2,4
3,16,1,2,1,2,2,4,2,3,2,2,2,4,3
3,20,1,1,1,3,3,4,2,4,1,3,3,3,3
6,45,1,2,1,1,3,5,3,4,1,4,5,1,2
11,28,2,1,1,5,1,5,2,5,2,5,2,5,1
11,43,1,2,1,1,5,1,5,2,5,2,5,1,5
13,16,1,2,1,4,1,5,1,5,1,5,2,5,1
4,24,2,2,1,3,2,5,1,5,1,1,5,5,5
3,16,1,1,1,1,4,1,5,1,2,1,5,1,5
3,51,2,2,2,1,4,1,5,5,1,2,5,1,3
4,16,2,1,1,4,1,5,1,4,1,5,1,5,2
5,16,2,1,1,2,1,5,2,3,4,5,2,5,1
3,26,1,1,1,1,2,5,3,3,2,3,4,4,5
3,20,2,1,1,3,2,3,2,3,3,3,3,3,4
3,14,1,2,3,5,1,5,5,5,1,5,3,5,1
9,14,1,2,1,2,3,3,4,3,4,3,5,4,5
13,15,1,2,1,5,5,1,5,1,5,1,5,1,5
13,15,1,2,1,2,2,3,4,2,4,1,5,1,5
6,14,1,1,1,1,2,5,4,2,1,1,4,1,4
3,14,1,1,1,1,1,4,5,4,4,1,5,3,5
11,24,2,2,1,1,5,2,4,2,4,1,4,1,5
3,70,1,2,2,3,1,5,3,5,1,5,2,2,2
1,32,1,2,1,4,1,4,1,4,1,5,3,5,4
3,22,2,1,1,1,5,1,4,2,3,1,4,1,5
3,15,1,2,1,4,1,3,2,5,3,4,1,4,1
12,21,1,1,1,5,3,5,3,5,3,3,3,3,3
3,28,1,2,2,2,2,4,2,4,2,4,2,4,2
3,14,1,1,1,5,1,5,1,5,1,5,1,5,1
3,15,1,1,1,3,2,3,3,2,4,3,5,2,5
3,30,2,1,1,3,3,4,3,3,3,3,3,2,4
1,2000,1,1,1,5,5,1,1,5,1,1,5,5,1
3,43,1,1,1,3,1,4,3,3,2,2,1,5,4
3,19,2,1,1,4,3,5,1,4,2,4,3,5,2
5,21,2,1,1,1,3,2,3,4,2,3,2,4,4
1,18,1,2,1,3,3,1,5,3,5,1,5,1,5
11,1995,2,2,1,2,3,3,3,3,4,3,4,2,4
3,15,1,1,1,1,5,5,3,3,5,1,5,1,4
8,16,1,1,1,4,4,5,1,5,1,4,5,5,4
8,15,1,1,1,3,4,3,4,4,3,3,5,1,5
3,15,1,1,1,4,5,5,2,5,1,5,4,2,1
3,66,1,1,1,3,3,4,4,3,1,3,4,4,2
11,21,2,1,1,2,2,3,5,2,3,2,3,1,5
3,15,1,1,2,1,2,1,3,3,3,4,5,1,5
3,15,1,1,2,4,4,5,2,3,3,5,3,4,5
3,15,1,2,1,4,3,3,3,3,3,3,4,3,4
3,19,1,2,1,3,1,5,1,5,1,3,4,4,2
3,31,2,2,1,3,3,5,2,5,1,1,1,1,3
3,18,1,2,1,4,1,5,1,5,1,4,2,5,2
3,15,1,1,0,5,3,4,2,4,2,5,2,4,4
13,18,1,2,1,3,3,3,3,3,3,3,4,2,3
5,18,1,2,1,3,3,3,3,3,3,3,3,3,5
3,17,1,2,2,3,2,3,4,4,3,2,2,4,4
1,18,1,1,1,5,2,5,2,5,1,5,1,5,1
4,17,2,1,2,2,2,5,4,4,2,4,2,2,2
11,17,1,1,1,3,2,5,3,2,1,5,2,5,5
4,27,2,2,1,1,5,5,5,5,5,1,5,1,5
3,18,1,1,1,4,1,4,2,4,2,4,3,4,2
1,16,1,2,1,3,5,5,5,3,4,3,4,1,4
5,20,2,1,3,4,2,3,3,4,2,4,1,5,4
1,19,1,2,1,4,1,5,3,5,1,4,3,4,3
13,19,2,1,1,4,3,3,2,5,2,5,4,5,4
3,53,1,2,1,5,1,2,3,5,1,2,3,3,2
3,27,1,1,1,4,1,4,1,4,1,4,2,5,2
13,32,1,2,1,1,4,2,5,1,4,1,5,1,5
3,24,1,2,1,2,4,3,4,5,1,4,3,1,3
1,17,1,1,1,2,5,2,4,2,1,4,4,4,4
12,23,1,1,1,5,1,5,1,5,1,5,5,5,1
3,20,1,2,1,2,4,3,4,3,4,1,4,1,5
9,13,1,1,3,3,4,4,3,3,3,4,3,4,3
13,20,2,2,1,1,4,2,4,2,5,3,3,3,4
3,33,2,2,1,4,3,4,1,4,1,4,3,4,2
12,34,2,2,1,5,2,4,2,5,1,5,2,5,3
5,34,2,2,1,2,2,4,2,4,2,3,3,4,3
11,19,2,2,3,1,5,2,5,2,5,1,4,1,5
3,26,2,1,1,5,2,5,2,5,1,5,1,5,2
11,22,2,1,2,4,2,5,3,3,2,2,2,3,4
3,72,1,1,1,2,4,4,4,4,2,2,4,4,4
3,25,1,1,1,3,3,3,4,4,2,2,4,4,3
3,30,1,2,1,1,5,1,5,1,3,1,1,1,5
1,18,1,2,1,2,3,4,5,3,2,1,4,2,4
3,56,1,2,1,3,2,5,2,5,2,4,3,4,2
3,19,1,2,1,1,5,1,5,2,5,1,5,1,5
1,19,1,2,1,1,3,2,5,1,4,1,5,1,5
13,23,0,1,1,3,1,4,2,5,1,4,4,3,1
3,17,1,2,2,1,5,3,4,2,4,1,5,1,5
3,21,2,2,1,1,4,4,5,3,3,2,5,1,5
4,23,2,1,1,1,3,2,4,1,4,1,4,2,4
3,17,1,1,2,4,1,4,4,5,1,1,2,2,3
3,23,2,2,1,4,2,5,2,5,3,4,2,5,2
3,20,1,2,1,3,1,5,1,5,1,5,1,3,3
13,22,2,1,1,3,5,4,3,3,4,3,5,3,5
3,42,1,2,1,3,4,4,3,4,3,3,3,4,3
3,23,2,2,1,3,1,5,1,5,1,4,1,5,1
13,21,2,1,1,2,4,3,3,5,2,2,2,5,2
5,19,2,2,1,4,4,3,2,4,2,3,3,4,3
1,16,1,1,1,3,5,3,3,3,3,3,3,3,4
13,16,1,2,1,1,3,1,4,2,3,1,2,5,4
3,17,1,2,2,2,3,4,5,4,2,2,4,3,4
3,46,1,2,1,3,3,5,4,4,2,2,5,2,3
4,34,2,1,1,4,2,5,2,5,3,5,2,5,2
4,21,2,1,1,2,4,3,3,4,2,3,1,5,2
3,20,2,2,1,1,4,2,4,3,4,2,4,2,4
6,18,1,1,1,2,3,4,2,3,2,3,4,3,3
4,28,2,1,1,5,3,3,3,5,1,5,1,5,1
3,28,1,1,1,3,1,4,4,5,1,4,5,2,1
3,45,2,2,1,2,2,5,2,5,1,4,1,5,1
3,24,1,1,1,4,3,4,2,5,2,5,2,5,3
3,21,1,2,2,4,1,5,2,5,1,5,1,2,2
13,28,1,2,1,3,2,4,2,4,2,4,3,4,3
4,23,1,2,1,1,4,3,4,1,5,1,5,1,5
8,53,1,2,1,4,3,5,2,5,1,5,3,4,3
3,22,1,1,2,4,2,5,2,4,1,3,2,5,3
3,18,1,2,1,2,4,3,4,2,4,1,4,3,4
3,20,2,2,3,4,3,2,4,5,5,5,1,3,5
3,35,1,2,1,1,5,3,4,3,3,1,5,4,5
3,25,1,1,1,1,5,3,5,2,4,2,5,2,5
3,51,1,2,1,2,3,5,4,4,3,2,4,2,3
3,18,1,1,2,3,3,2,4,3,3,2,2,2,5
3,32,2,1,1,3,4,2,4,3,2,1,4,4,5
13,20,2,2,2,3,1,5,1,5,1,4,1,5,2
13,26,1,2,1,3,3,4,4,3,3,2,5,1,4
13,23,2,2,1,3,4,5,3,5,3,3,3,3,5
3,26,1,1,1,2,5,3,5,2,5,2,2,3,4
9,28,1,1,1,4,1,4,1,4,1,4,2,5,2
3,54,1,1,1,3,2,3,3,4,2,3,4,3,3
13,20,2,2,1,3,2,3,3,4,2,4,3,3,3
3,18,1,1,1,3,4,4,3,3,2,2,2,3,3
3,48,1,1,1,2,2,3,4,2,2,2,4,3,4
3,55,1,2,1,3,3,3,3,3,2,3,3,3,3
3,51,1,2,1,3,1,5,2,5,1,4,2,5,2
1,34,1,2,2,4,1,5,1,5,1,5,2,3,1
3,51,1,2,1,1,2,5,2,4,2,4,3,3,2
3,21,1,1,1,2,2,2,4,1,2,1,4,4,2
13,38,1,2,1,4,1,5,2,5,1,5,2,5,1
3,16,2,1,1,1,3,3,4,3,4,2,5,5,3
3,28,1,1,1,2,3,1,4,1,2,1,4,1,5
3,30,1,2,1,3,2,4,2,3,2,4,4,2,5
5,18,2,2,1,2,1,4,3,4,2,3,3,2,4
3,25,1,2,1,3,2,4,3,4,3,3,3,3,2
3,19,2,1,1,1,3,2,4,3,4,2,4,3,3
6,16,1,2,1,1,5,1,2,5,5,1,1,5,5
3,32,1,1,1,2,4,2,4,2,2,3,4,2,5
3,18,1,1,1,2,2,4,3,2,2,1,4,2,4
3,32,1,2,2,3,3,4,3,4,2,4,5,2,2
13,16,2,2,1,3,4,3,4,2,5,3,3,4,4
5,17,1,2,1,3,1,4,2,5,1,5,2,3,2
11,19,1,2,1,1,3,3,3,3,2,2,5,1,5
3,68,1,1,2,3,2,5,2,4,2,4,2,4,3
1,19,1,1,1,1,5,2,4,2,5,3,5,1,5
3,16,1,1,1,3,2,5,2,5,1,5,1,4,1
3,18,1,2,1,1,2,2,5,2,2,1,4,2,4
13,21,2,2,1,3,2,3,3,3,2,4,4,3,5
11,28,1,2,1,3,2,4,3,4,2,4,2,4,4
3,25,1,2,1,3,4,4,3,2,5,3,4,2,4
3,18,1,2,1,2,2,5,4,5,3,4,4,2,5
3,20,2,2,1,3,4,3,4,2,3,1,3,4,5
3,31,1,1,1,2,2,4,3,5,2,3,3,4,3
3,28,1,1,1,2,2,2,5,1,4,1,5,1,5
1,60,1,2,2,3,2,3,4,3,2,3,5,2,5
3,32,1,2,1,3,3,3,3,3,3,2,3,2,4
3,24,1,2,1,3,2,3,3,4,3,2,4,2,5
6,18,1,1,1,3,3,3,3,4,3,3,3,3,4
13,32,2,2,1,2,1,5,1,5,1,5,5,4,5
3,24,1,1,1,1,1,1,5,1,3,1,5,1,5
3,59,1,1,1,1,5,2,5,2,4,1,5,2,5
3,23,1,2,1,3,3,3,3,4,1,5,3,5,4
11,41,1,2,1,4,2,5,3,5,2,5,4,4,4
3,35,2,1,1,4,2,4,2,4,1,5,2,5,2
3,43,1,2,1,4,2,4,3,4,2,5,3,3,3
4,15,1,2,1,5,1,5,1,5,1,5,1,5,2
5,21,2,2,1,1,5,2,3,1,4,1,5,3,5
3,27,2,2,1,5,1,5,1,5,1,5,1,5,1
13,15,1,2,1,2,4,2,5,2,5,1,5,1,5
3,20,1,2,1,2,2,5,2,3,2,3,3,4,3
3,15,1,1,1,4,1,4,2,3,2,4,2,5,2
1,16,1,2,1,4,3,4,1,5,1,3,3,4,4
3,29,1,2,1,1,3,1,5,1,3,1,2,1,5
3,15,1,2,1,2,2,3,4,4,2,2,4,4,4
3,21,1,2,1,4,1,5,1,4,1,4,3,4,2
3,23,1,2,1,2,4,2,4,2,1,2,4,3,4
3,13,1,2,1,4,2,4,3,3,3,3,5,2,5
11,28,1,2,1,1,4,2,4,2,3,1,5,2,5
3,20,2,1,2,1,5,3,4,2,4,1,4,3,5
3,41,0,1,1,3,3,3,4,4,2,3,5,2,3
13,28,1,1,1,3,2,4,3,5,2,4,4,4,3
4,23,2,1,1,2,2,3,2,3,2,2,3,4,3
13,24,1,2,1,4,3,4,3,4,4,4,2,5,3
3,33,1,1,1,4,1,5,2,5,1,5,2,5,2
13,15,1,2,1,3,3,1,4,3,4,4,5,1,5
10,18,1,2,1,4,3,3,4,3,4,3,5,2,5
13,60,1,2,1,4,1,5,1,5,1,5,4,5,2
12,21,2,2,1,3,1,3,4,5,1,5,4,3,3
3,18,1,2,1,4,1,4,2,4,1,4,1,5,2
3,19,1,2,1,3,2,4,2,3,2,2,3,4,5
3,16,2,2,1,1,3,2,4,2,4,2,4,3,4
3,24,1,1,1,3,2,5,2,3,2,5,2,4,4
3,18,1,1,1,3,2,4,2,5,1,4,2,5,2
3,40,1,1,3,1,4,2,5,3,4,1,4,2,4
3,17,1,2,1,3,2,4,2,3,2,1,2,5,5
3,52,1,1,1,1,2,4,4,3,2,4,2,3,4
3,17,1,1,1,2,2,4,4,3,4,2,4,4,4
3,18,1,1,2,2,3,4,3,3,2,2,3,4,4
13,14,1,2,1,2,4,2,5,2,3,1,3,2,5
3,17,1,2,2,2,5,2,2,2,2,2,5,2,5
1,18,2,2,2,4,2,5,1,5,1,3,2,4,3
3,21,1,1,1,2,3,3,3,1,3,1,4,2,4
3,29,1,2,1,1,5,1,5,1,3,1,5,1,5
11,32,2,2,1,1,4,2,5,2,2,1,2,4,4
8,24,1,2,2,3,3,3,4,4,3,3,2,4,3
13,57,1,2,1,3,2,5,2,5,2,5,3,4,2
13,32,1,2,2,3,3,3,4,4,3,4,4,3,3
3,34,2,1,1,3,3,5,3,4,2,3,3,5,1
1,26,1,1,1,4,1,3,1,5,1,5,3,3,2
3,24,2,2,1,4,2,5,2,5,2,5,3,3,2
3,20,1,2,1,2,2,3,3,3,3,2,3,3,2
13,20,1,2,1,3,4,4,4,4,3,4,4,4,5
13,1968,2,2,0,5,5,5,1,5,1,5,1,5,1
6,18,1,2,1,2,1,2,2,5,1,2,2,4,3
4,21,2,1,1,1,1,5,5,5,1,1,1,5,5
3,41,1,1,1,2,5,2,3,2,2,1,4,2,5
3,23,1,2,1,3,2,4,3,5,2,5,4,5,5
3,50,1,2,1,2,3,4,3,4,3,3,3,3,3
13,47,2,2,1,1,1,1,4,4,4,5,4,4,4
3,17,1,2,1,3,2,3,3,4,2,4,3,3,3
13,32,2,1,1,1,1,3,1,3,3,3,1,1,3
13,14,1,2,2,2,4,3,4,2,3,2,4,4,4
4,20,2,1,1,2,1,5,3,5,1,4,1,5,2
11,44,2,2,1,3,3,5,4,4,2,4,3,4,2
3,23,1,1,1,3,2,5,1,5,2,4,2,4,2
3,17,1,2,1,3,2,4,2,4,2,4,3,3,2
3,15,1,2,1,4,1,5,1,5,1,5,1,5,1
1,28,1,2,2,1,5,2,5,2,5,1,5,1,5
3,52,1,1,2,4,3,5,1,5,1,4,1,5,1
11,21,2,1,1,1,4,3,4,3,3,1,4,1,5
3,20,1,1,1,4,2,4,1,5,1,5,1,5,3
12,17,1,1,2,1,3,1,5,1,5,1,5,1,5
3,41,2,2,2,3,2,5,3,5,2,3,3,3,2
3,17,1,2,2,2,2,2,2,1,2,1,5,1,5
3,19,1,1,1,2,3,4,3,4,3,3,3,5,4
3,56,1,2,0,2,4,4,3,3,2,3,3,4,4
11,35,2,1,1,3,2,5,3,3,3,3,5,3,2
3,17,1,2,1,4,1,3,1,5,1,5,1,5,1
11,22,2,2,1,1,5,1,5,3,5,2,5,1,4
11,45,2,1,1,3,4,4,2,4,4,4,4,2,3
3,64,1,1,2,1,4,3,5,3,2,1,4,1,4
4,21,2,1,1,2,3,5,4,4,4,1,3,4,5
4,26,2,1,1,3,5,4,4,4,1,2,5,2,2
4,24,2,1,1,4,1,2,5,3,2,1,3,2,4
12,22,2,1,1,5,5,1,4,5,2,5,4,5,5
13,1982,2,2,1,1,1,1,1,5,1,1,3,3,1
5,15,1,2,1,2,2,2,2,2,3,2,1,1,5
3,19,2,1,1,3,1,4,2,4,2,4,3,3,4
3,30,2,2,1,3,1,4,3,5,3,5,3,3,3
4,27,2,2,1,1,3,2,5,3,3,1,3,1,3
11,27,2,2,1,5,1,5,2,5,1,5,3,5,2
11,54,2,1,0,3,2,4,3,3,4,2,4,2,4
3,21,2,1,3,3,2,4,3,4,2,3,3,3,2
13,22,2,2,2,2,2,3,4,3,3,3,4,3,3
3,51,1,1,1,2,3,2,4,3,3,1,4,2,4
5,1993,2,2,1,2,3,5,3,4,1,2,5,2,5
13,26,2,2,1,2,2,4,3,4,2,4,2,3,2
13,19,2,1,1,3,4,2,5,2,5,3,4,3,3
11,15,2,2,1,2,5,2,3,2,3,1,5,2,5
3,22,2,1,1,2,3,5,4,4,2,3,4,2,3
3,28,2,2,1,4,2,5,3,5,2,5,2,4,2
3,56,1,2,2,2,2,4,2,4,2,2,2,3,2
13,30,2,2,1,2,3,2,3,3,3,3,1,1,5
13,30,1,2,1,1,3,2,3,3,4,1,5,1,4
11,16,1,1,1,1,3,2,5,3,3,1,5,1,5
3,31,2,1,1,3,2,5,5,5,4,1,5,1,5
4,16,2,2,2,1,4,1,3,1,5,1,5,1,5
4,20,2,1,1,1,3,2,5,3,3,2,5,2,5
3,49,1,1,1,2,3,3,4,2,2,2,4,2,5
3,31,2,2,1,3,3,5,3,4,1,4,2,3,3
3,44,2,2,1,3,3,4,2,4,2,2,3,3,1
3,39,1,1,2,1,5,3,5,3,5,1,5,1,5
3,14,1,1,2,2,2,4,2,4,1,3,2,4,3
13,14,1,1,2,1,1,2,2,5,2,5,5,1,5
0,34,2,2,0,4,1,4,1,5,1,3,2,4,2
11,19,2,2,1,2,1,3,3,2,2,1,3,2,5
3,18,1,2,1,2,4,2,4,2,4,1,5,4,5
11,40,2,1,1,4,4,4,4,4,3,4,3,4,4
3,16,1,2,1,3,1,4,1,4,1,1,3,4,1
1,30,1,2,1,3,1,5,2,5,1,5,3,3,2
3,46,1,2,1,3,2,4,2,5,1,5,2,4,2
3,31,2,2,1,3,2,5,2,4,2,3,4,3,2
3,31,1,1,2,1,3,2,4,1,4,2,5,1,5
3,18,1,1,1,1,1,4,2,3,3,5,4,3,1
3,41,1,1,1,1,5,1,5,2,2,2,2,2,5
13,45,1,2,1,3,2,4,2,5,2,5,2,1,1
3,43,1,2,1,4,2,4,3,4,2,4,3,3,3
12,22,2,2,1,3,4,3,2,4,5,3,3,5,5
3,42,1,2,1,2,2,4,3,5,2,3,4,5,4
3,46,1,2,1,2,2,4,4,4,2,3,4,3,5
11,23,2,2,1,3,2,3,4,3,4,2,3,3,2
3,20,1,1,1,2,4,3,5,1,3,2,4,2,5
4,22,2,2,1,3,1,3,5,1,1,1,3,3,5
13,17,1,1,2,3,3,3,3,3,2,3,3,3,3
3,18,1,2,1,2,3,4,4,3,3,3,4,3,4
3,27,2,2,1,1,4,2,4,2,4,1,3,2,5
3,48,1,2,2,3,2,4,2,5,1,4,4,2,2
12,23,1,1,1,3,5,4,5,3,1,1,5,3,5
13,52,2,2,1,5,4,4,3,5,4,5,5,5,1
3,29,1,2,2,2,5,3,5,3,2,2,5,2,5
11,19,2,2,1,2,4,2,2,2,4,1,4,4,4
13,19,2,2,1,3,5,3,5,3,5,2,5,1,5
13,15,1,2,1,2,3,3,3,4,4,3,4,5,5
1,22,2,2,1,1,2,1,5,1,4,1,5,1,5
3,33,1,1,2,2,4,4,2,2,3,2,5,4,4
4,22,2,1,1,2,5,2,5,1,5,1,5,1,5
3,20,1,2,1,4,3,4,3,2,3,4,5,2,4
13,33,1,2,1,1,5,2,4,1,5,1,5,1,5
3,17,1,2,1,3,3,5,3,5,2,4,2,4,4
11,21,2,1,1,3,4,4,4,3,2,2,5,1,5
3,43,1,1,1,3,3,4,3,3,3,3,4,3,4
13,22,1,2,1,1,1,5,1,5,1,1,5,1,5
11,21,2,2,1,3,3,4,4,2,2,2,5,3,5
3,15,1,2,1,3,2,3,3,4,3,4,4,3,4
3,16,1,2,1,3,3,3,3,4,2,1,3,4,4
13,22,2,2,1,5,4,2,5,5,5,1,4,3,5
11,25,2,1,1,4,2,4,1,5,3,2,2,4,3
6,18,1,2,1,4,1,4,1,5,1,5,5,4,1
8,14,1,2,1,2,3,2,4,2,4,2,5,1,5
1,33,1,2,1,1,4,4,4,4,4,3,4,2,3
3,21,1,1,3,1,4,1,3,2,3,1,4,1,5
3,22,1,2,1,4,2,4,2,5,2,5,2,5,2
3,21,1,1,1,4,2,4,2,4,2,4,3,4,3
3,36,2,2,2,4,2,4,2,5,2,5,2,5,2
13,20,2,1,1,4,2,4,3,5,3,4,3,4,1
13,23,1,2,2,3,1,4,3,5,3,2,4,2,3
3,38,1,2,1,3,1,5,4,5,2,3,4,2,4
3,25,1,2,1,3,2,5,3,4,2,4,4,1,4
3,22,1,2,1,3,1,5,2,3,2,5,5,2,4
3,16,1,2,1,2,3,4,2,4,4,4,4,5,4
3,23,1,2,1,3,2,3,2,3,1,2,3,4,4
13,24,1,2,1,2,3,3,4,1,2,1,5,1,4
3,17,1,2,1,2,2,2,4,2,3,1,4,1,4
5,17,1,2,1,3,4,4,5,2,1,1,4,3,4
3,17,1,2,1,3,4,3,4,2,5,3,4,3,5
13,18,1,2,1,3,1,5,3,5,1,5,5,1,3
3,17,1,2,1,3,4,3,5,1,4,2,2,2,4
4,16,1,2,1,3,1,4,1,4,1,5,2,5,2
3,17,1,2,1,2,3,4,3,4,2,3,3,3,4
3,17,1,1,1,2,4,2,4,3,5,1,4,2,5
13,16,1,2,1,4,2,5,2,5,1,5,2,4,2
